event_id,sampledate,region,dfozone,sample_site,latitude,longitude,source,source_code
2317,2008-03-31,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2318,2008-04-27,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2319,2008-05-24,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2320,2008-06-24,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2321,2009-03-29,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2322,2009-05-04,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2323,2009-05-31,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2324,2009-06-26,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84,-126.32,Fisheries and Oceans Canada,DFO
2325,2010-04-02,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84885,-126.32386666666666,Broughton Archipelago Monitoring Plan,BAMP
2326,2010-05-01,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84891666666667,-126.32386666666666,Broughton Archipelago Monitoring Plan,BAMP
2327,2010-05-29,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84915,-126.3244,Broughton Archipelago Monitoring Plan,BAMP
2328,2010-06-25,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84891666666667,-126.32391666666666,Broughton Archipelago Monitoring Plan,BAMP
2329,2011-03-30,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.849066666666666,-126.32416666666668,Broughton Archipelago Monitoring Plan,BAMP
2330,2011-04-28,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84915,-126.32423333333334,Broughton Archipelago Monitoring Plan,BAMP
2331,2011-05-27,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84905,-126.32391666666666,Broughton Archipelago Monitoring Plan,BAMP
2332,2011-06-22,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.849066666666666,-126.32448333333332,Broughton Archipelago Monitoring Plan,BAMP
2333,2012-04-25,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84916666666667,-126.32436666666666,Broughton Archipelago Monitoring Plan,BAMP
2334,2012-05-30,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.8492,-126.32456666666668,Broughton Archipelago Monitoring Plan,BAMP
2335,2012-06-25,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.8491,-126.32423333333334,Broughton Archipelago Monitoring Plan,BAMP
2336,2015-06-17,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.848915,-126.32391,Marine Environmental Research Program,MERP
2337,2016-04-18,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.849183333333336,-126.32456666666668,Mainstream Biological Consulting,MBC
2338,2016-05-18,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.848533333333336,-126.32253333333334,Mainstream Biological Consulting,MBC
2339,2017-04-06,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.84903333333333,-126.32461666666669,Mainstream Biological Consulting,MBC
2340,2017-05-16,Broughton Archipelago,3_3,Glacier Falls Fish Farm,50.849,-126.32373333333334,Mainstream Biological Consulting,MBC
2341,2004-06-25,Broughton Archipelago,3_3,Glacier Falls West,50.848,-126.3375,Fisheries and Oceans Canada,DFO
2342,2006-04-04,Broughton Archipelago,3_3,Glacier Falls West,50.84,-126.33,Fisheries and Oceans Canada,DFO
2343,2006-05-24,Broughton Archipelago,3_3,Glacier Falls West,50.84,-126.33,Fisheries and Oceans Canada,DFO
2344,2006-06-21,Broughton Archipelago,3_3,Glacier Falls West,50.84,-126.33,Fisheries and Oceans Canada,DFO
2345,2012-04-25,Broughton Archipelago,3_3,Gormely Point,50.84753333333333,-126.30906666666668,Broughton Archipelago Monitoring Plan,BAMP
2346,2012-05-30,Broughton Archipelago,3_3,Gormely Point,50.84708333333333,-126.30946666666668,Broughton Archipelago Monitoring Plan,BAMP
2347,2012-06-25,Broughton Archipelago,3_3,Gormely Point,50.8475,-126.30916666666668,Broughton Archipelago Monitoring Plan,BAMP
2348,2003-03-02,Broughton Archipelago,3_3,Gordon Point,50.76898,-126.73348,Fisheries and Oceans Canada,DFO
2349,2003-03-13,Broughton Archipelago,3_3,Gordon Point,50.7665,-126.73395,Fisheries and Oceans Canada,DFO
2350,2003-03-20,Broughton Archipelago,3_3,Gordon Point,50.76907,-126.73325,Fisheries and Oceans Canada,DFO
2351,2003-03-24,Broughton Archipelago,3_3,Gordon Point,50.769,-126.7335,Fisheries and Oceans Canada,DFO
2352,2003-04-02,Broughton Archipelago,3_3,Gordon Point,50.76895,-126.73385,Fisheries and Oceans Canada,DFO
2353,2003-04-16,Broughton Archipelago,3_3,Gordon Point,50.76912,-126.7338,Fisheries and Oceans Canada,DFO
2354,2003-04-30,Broughton Archipelago,3_3,Gordon Point,50.769,-126.7335,Fisheries and Oceans Canada,DFO
2355,2003-05-07,Broughton Archipelago,3_3,Gordon Point,50.769,-126.7335,Fisheries and Oceans Canada,DFO
2356,2003-05-14,Broughton Archipelago,3_3,Gordon Point,50.769,-126.7335,Fisheries and Oceans Canada,DFO
2357,2003-05-21,Broughton Archipelago,3_3,Gordon Point,50.769,-126.7335,Fisheries and Oceans Canada,DFO
2358,2003-05-26,Broughton Archipelago,3_3,Gordon Point,50.769,-126.7335,Fisheries and Oceans Canada,DFO
2359,2003-06-02,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2360,2003-06-11,Broughton Archipelago,3_3,Gordon Point,50.769,-126.7335,Fisheries and Oceans Canada,DFO
2361,2003-04-02,Broughton Archipelago,3_3,Gordon Point,50.769,-126.73033,Fisheries and Oceans Canada,DFO
2362,2004-05-25,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2363,2004-06-22,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2364,2004-07-26,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2365,2004-05-13,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2366,2004-06-08,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2367,2004-07-09,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2368,2005-03-31,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2369,2005-05-01,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2370,2005-05-24,Broughton Archipelago,3_3,Gordon Point,50.7691,-126.7333,Fisheries and Oceans Canada,DFO
2371,2005-06-21,Broughton Archipelago,3_3,Gordon Point,50.7682,-126.73,Fisheries and Oceans Canada,DFO
2372,2005-07-23,Broughton Archipelago,3_3,Gordon Point,50.7677,-126.729,Fisheries and Oceans Canada,DFO
2373,2006-04-05,Broughton Archipelago,3_3,Gordon Point,50.8055,-126.52547,Fisheries and Oceans Canada,DFO
2374,2006-04-25,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2375,2007-04-03,Broughton Archipelago,3_3,Gordon Point,50.76864,-126.73178,Fisheries and Oceans Canada,DFO
2376,2007-04-30,Broughton Archipelago,3_3,Gordon Point,50.76864,-126.73178,Fisheries and Oceans Canada,DFO
2377,2007-05-29,Broughton Archipelago,3_3,Gordon Point,50.76864,-126.73178,Fisheries and Oceans Canada,DFO
2378,2008-04-01,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2379,2008-04-28,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2380,2008-05-23,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2381,2008-06-25,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2433,2004-07-10,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2382,2009-03-30,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2383,2009-05-07,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2384,2009-06-01,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2385,2009-06-25,Broughton Archipelago,3_3,Gordon Point,50.759998,-126.73,Fisheries and Oceans Canada,DFO
2386,2010-04-04,Broughton Archipelago,3_3,Gordon Point,50.76818333333333,-126.73136666666667,Broughton Archipelago Monitoring Plan,BAMP
2387,2010-05-02,Broughton Archipelago,3_3,Gordon Point,50.76808333333334,-126.7308,Broughton Archipelago Monitoring Plan,BAMP
2388,2010-05-30,Broughton Archipelago,3_3,Gordon Point,50.76821666666667,-126.73001666666669,Broughton Archipelago Monitoring Plan,BAMP
2389,2010-06-25,Broughton Archipelago,3_3,Gordon Point,50.76835,-126.73143333333331,Broughton Archipelago Monitoring Plan,BAMP
2390,2011-03-30,Broughton Archipelago,3_3,Gordon Point,50.7681,-126.72996666666668,Broughton Archipelago Monitoring Plan,BAMP
2391,2011-04-28,Broughton Archipelago,3_3,Gordon Point,50.76838333333333,-126.73131666666669,Broughton Archipelago Monitoring Plan,BAMP
2392,2011-05-28,Broughton Archipelago,3_3,Gordon Point,50.76765,-126.72941666666668,Broughton Archipelago Monitoring Plan,BAMP
2393,2011-06-23,Broughton Archipelago,3_3,Gordon Point,50.7678,-126.72938333333332,Broughton Archipelago Monitoring Plan,BAMP
2394,2012-04-26,Broughton Archipelago,3_3,Gordon Point,50.76788333333333,-126.72953333333334,Broughton Archipelago Monitoring Plan,BAMP
2395,2012-05-31,Broughton Archipelago,3_3,Gordon Point,50.76805,-126.73081666666668,Broughton Archipelago Monitoring Plan,BAMP
2396,2012-06-26,Broughton Archipelago,3_3,Gordon Point,50.7682,-126.7306,Broughton Archipelago Monitoring Plan,BAMP
2397,2003-06-11,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Fisheries and Oceans Canada,DFO
2398,2003-06-11,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2399,2003-03-06,Broughton Archipelago,3_3,Gormely Point,50.8475,-126.30943,Fisheries and Oceans Canada,DFO
2400,2003-03-13,Broughton Archipelago,3_3,Gormely Point,50.84733,-126.30942,Fisheries and Oceans Canada,DFO
2401,2003-03-21,Broughton Archipelago,3_3,Gormely Point,50.84733,-126.30935,Fisheries and Oceans Canada,DFO
2402,2003-03-28,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.30942,Fisheries and Oceans Canada,DFO
2403,2003-04-04,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.30943,Fisheries and Oceans Canada,DFO
2404,2003-04-11,Broughton Archipelago,3_3,Gormely Point,50.84742,-126.3092,Fisheries and Oceans Canada,DFO
2405,2003-04-17,Broughton Archipelago,3_3,Gormely Point,50.84742,-126.3092,Fisheries and Oceans Canada,DFO
2406,2003-04-25,Broughton Archipelago,3_3,Gormely Point,50.84728,-126.30928,Fisheries and Oceans Canada,DFO
2407,2003-05-01,Broughton Archipelago,3_3,Gormely Point,50.84742,-126.3092,Fisheries and Oceans Canada,DFO
2408,2003-05-08,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.30943,Fisheries and Oceans Canada,DFO
2409,2003-05-09,Broughton Archipelago,3_3,Gormely Point,50.84742,-126.3092,Fisheries and Oceans Canada,DFO
2410,2003-05-16,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.30943,Fisheries and Oceans Canada,DFO
2411,2003-05-23,Broughton Archipelago,3_3,Gormely Point,50.84742,-126.3092,Fisheries and Oceans Canada,DFO
2412,2003-05-29,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.30935,Fisheries and Oceans Canada,DFO
2413,2003-06-05,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Fisheries and Oceans Canada,DFO
2414,2003-03-06,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2415,2003-03-13,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2416,2003-03-21,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2417,2003-04-04,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.30942,Fisheries and Oceans Canada,DFO
2418,2003-04-11,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2419,2003-05-01,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2420,2003-05-08,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2421,2003-05-16,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2422,2003-05-23,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2423,2003-06-05,Broughton Archipelago,3_3,Gormely Point,50.846,-126.30883,Fisheries and Oceans Canada,DFO
2424,2004-05-28,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Fisheries and Oceans Canada,DFO
2425,2004-06-25,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Fisheries and Oceans Canada,DFO
2426,2004-07-22,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Fisheries and Oceans Canada,DFO
2427,2004-05-14,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Fisheries and Oceans Canada,DFO
2428,2004-07-10,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Fisheries and Oceans Canada,DFO
2429,2004-05-14,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2430,2004-05-28,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2431,2004-06-12,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2432,2004-06-25,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2434,2004-07-23,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2435,2005-03-31,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.3092,Fisheries and Oceans Canada,DFO
2436,2005-04-29,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.3092,Fisheries and Oceans Canada,DFO
2437,2005-05-26,Broughton Archipelago,3_3,Gormely Point,50.8474,-126.3092,Fisheries and Oceans Canada,DFO
2438,2005-06-23,Broughton Archipelago,3_3,Gormely Point,50.8492,-126.3,Fisheries and Oceans Canada,DFO
2439,2005-07-22,Broughton Archipelago,3_3,Gormely Point,50.8492,-126.3,Fisheries and Oceans Canada,DFO
2440,2005-06-24,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2441,2005-07-22,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2442,2005-04-29,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2443,2005-05-26,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2444,2006-04-30,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2445,2006-06-22,Broughton Archipelago,3_3,Gormely Point,50.84812,-126.30552,Fisheries and Oceans Canada,DFO
2446,2006-04-30,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2447,2006-05-24,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2448,2006-06-22,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2449,2006-07-22,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2450,2007-06-27,Broughton Archipelago,3_3,Gormely Point,50.84812,-126.30552,Fisheries and Oceans Canada,DFO
2451,2007-04-02,Broughton Archipelago,3_3,Gormely Point,50.84812,-126.30552,Fisheries and Oceans Canada,DFO
2452,2007-04-29,Broughton Archipelago,3_3,Gormely Point,50.84812,-126.30552,Fisheries and Oceans Canada,DFO
2453,2007-05-28,Broughton Archipelago,3_3,Gormely Point,50.84812,-126.30552,Fisheries and Oceans Canada,DFO
2454,2007-06-25,Broughton Archipelago,3_3,Gormely Point,50.84812,-126.30552,Fisheries and Oceans Canada,DFO
2455,2007-04-02,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2456,2007-04-29,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2457,2007-05-28,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2458,2007-06-25,Broughton Archipelago,3_3,Gormely Point,50.846,-126.3088,Fisheries and Oceans Canada,DFO
2459,2008-03-31,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2460,2008-04-27,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2461,2008-05-24,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2462,2008-06-23,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2463,2008-03-31,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2464,2008-05-24,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2465,2009-03-29,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2466,2009-06-26,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2467,2009-03-29,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2468,2009-05-03,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2469,2009-05-31,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2470,2009-06-26,Broughton Archipelago,3_3,Gormely Point,50.84,-126.3,Fisheries and Oceans Canada,DFO
2471,2010-04-02,Broughton Archipelago,3_3,Gormely Point,50.847,-126.309,Broughton Archipelago Monitoring Plan,BAMP
2472,2010-05-01,Broughton Archipelago,3_3,Gormely Point,50.84706666666666,-126.30898333333332,Broughton Archipelago Monitoring Plan,BAMP
2473,2010-05-29,Broughton Archipelago,3_3,Gormely Point,50.847366666666666,-126.30955,Broughton Archipelago Monitoring Plan,BAMP
2474,2010-06-24,Broughton Archipelago,3_3,Gormely Point,50.84748333333334,-126.30943333333332,Broughton Archipelago Monitoring Plan,BAMP
2475,2011-03-30,Broughton Archipelago,3_3,Gormely Point,50.84755,-126.30933333333331,Broughton Archipelago Monitoring Plan,BAMP
2476,2011-04-28,Broughton Archipelago,3_3,Gormely Point,50.84793333333333,-126.30881666666669,Broughton Archipelago Monitoring Plan,BAMP
2477,2011-05-27,Broughton Archipelago,3_3,Gormely Point,50.84765,-126.30938333333332,Broughton Archipelago Monitoring Plan,BAMP
2478,2011-06-22,Broughton Archipelago,3_3,Gormely Point,50.84751666666666,-126.30915,Broughton Archipelago Monitoring Plan,BAMP
2479,2003-03-11,Broughton Archipelago,3_3,Greenway Sound,50.84333,-126.71583,Fisheries and Oceans Canada,DFO
2480,2003-03-19,Broughton Archipelago,3_3,Gregory Island,50.85918,-126.58263,Fisheries and Oceans Canada,DFO
2481,2003-03-25,Broughton Archipelago,3_3,Gregory Island,50.85918,-126.58263,Fisheries and Oceans Canada,DFO
2482,2005-06-22,Broughton Archipelago,3_3,Gregory Island,50.873,-126.592,Fisheries and Oceans Canada,DFO
2483,2008-04-02,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2484,2008-04-29,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2485,2008-05-22,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2486,2008-06-26,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2487,2009-03-31,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2488,2009-05-05,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2489,2009-06-02,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2490,2009-06-24,Broughton Archipelago,3_3,Gregory Island,50.869999,-126.58,Fisheries and Oceans Canada,DFO
2491,2010-04-04,Broughton Archipelago,3_3,Gregory Island,50.8745,-126.58646666666668,Broughton Archipelago Monitoring Plan,BAMP
2492,2010-05-02,Broughton Archipelago,3_3,Gregory Island,50.87385,-126.5887,Broughton Archipelago Monitoring Plan,BAMP
2493,2010-05-31,Broughton Archipelago,3_3,Gregory Island,50.87371666666667,-126.5891,Broughton Archipelago Monitoring Plan,BAMP
2494,2010-06-26,Broughton Archipelago,3_3,Gregory Island,50.87408333333333,-126.58916666666669,Broughton Archipelago Monitoring Plan,BAMP
2495,2011-03-31,Broughton Archipelago,3_3,Gregory Island,50.8737,-126.5887,Broughton Archipelago Monitoring Plan,BAMP
2496,2011-04-29,Broughton Archipelago,3_3,Gregory Island,50.87368333333333,-126.58888333333331,Broughton Archipelago Monitoring Plan,BAMP
2497,2011-05-29,Broughton Archipelago,3_3,Gregory Island,50.8737,-126.5888,Broughton Archipelago Monitoring Plan,BAMP
2498,2011-06-24,Broughton Archipelago,3_3,Gregory Island,50.87375,-126.58841666666666,Broughton Archipelago Monitoring Plan,BAMP
2499,2006-07-19,Broughton Archipelago,3_3,Hanson Island,50.57078,-126.78342,Fisheries and Oceans Canada,DFO
2500,2003-03-03,Broughton Archipelago,3_3,Harry Bay,50.83893,-126.63903,Fisheries and Oceans Canada,DFO
2501,2003-03-17,Broughton Archipelago,3_3,Harry Bay,50.83898,-126.6392,Fisheries and Oceans Canada,DFO
2502,2003-03-27,Broughton Archipelago,3_3,Harry Bay,50.83835,-126.6395,Fisheries and Oceans Canada,DFO
2503,2003-04-02,Broughton Archipelago,3_3,Harry Bay,50.83858,-126.63918,Fisheries and Oceans Canada,DFO
2504,2003-04-10,Broughton Archipelago,3_3,Harry Bay,50.83892,-126.63902,Fisheries and Oceans Canada,DFO
2505,2003-04-15,Broughton Archipelago,3_3,Harry Bay,50.83888,-126.6391,Fisheries and Oceans Canada,DFO
2506,2003-04-15,Broughton Archipelago,3_3,Harry Bay,50.83888,-126.63925,Fisheries and Oceans Canada,DFO
2507,2003-04-23,Broughton Archipelago,3_3,Harry Bay,50.83883,-126.63937,Fisheries and Oceans Canada,DFO
2508,2003-04-30,Broughton Archipelago,3_3,Harry Bay,50.83892,-126.63902,Fisheries and Oceans Canada,DFO
2509,2003-05-07,Broughton Archipelago,3_3,Harry Bay,50.83892,-126.63902,Fisheries and Oceans Canada,DFO
2510,2003-05-14,Broughton Archipelago,3_3,Harry Bay,50.83892,-126.63902,Fisheries and Oceans Canada,DFO
2511,2003-05-27,Broughton Archipelago,3_3,Harry Bay,50.83892,-126.63902,Fisheries and Oceans Canada,DFO
2512,2003-06-05,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2513,2003-03-03,Broughton Archipelago,3_3,Harry Bay,50.8415,-126.63983,Fisheries and Oceans Canada,DFO
2514,2003-03-17,Broughton Archipelago,3_3,Harry Bay,50.8415,-126.63983,Fisheries and Oceans Canada,DFO
2515,2003-04-10,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2516,2003-04-15,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2517,2003-04-23,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2518,2003-04-30,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2519,2003-05-07,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2520,2003-05-14,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2521,2003-05-27,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2522,2003-06-05,Broughton Archipelago,3_3,Harry Bay,50.84033,-126.64,Fisheries and Oceans Canada,DFO
2523,2004-05-26,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2524,2004-06-23,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2525,2004-05-11,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2526,2004-06-09,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2527,2004-07-07,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2528,2004-05-11,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2529,2004-05-26,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2530,2004-06-09,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2531,2004-06-23,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2532,2004-07-07,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2533,2004-07-24,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2534,2005-03-30,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2535,2005-04-30,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2536,2005-05-25,Broughton Archipelago,3_3,Harry Bay,50.839,-126.6392,Fisheries and Oceans Canada,DFO
2537,2005-06-22,Broughton Archipelago,3_3,Harry Bay,50.839,-126.644,Fisheries and Oceans Canada,DFO
2538,2005-07-24,Broughton Archipelago,3_3,Harry Bay,50.8391,-126.643,Fisheries and Oceans Canada,DFO
2539,2005-06-22,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2540,2005-07-24,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2541,2005-04-30,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
2542,2005-05-25,Broughton Archipelago,3_3,Harry Bay,50.8403,-126.64,Fisheries and Oceans Canada,DFO
